goAcc,desc
GO:0030326,embryonic limb morphogenesis
GO:0030327,prenylated protein catabolic process
GO:0030328,prenylcysteine catabolic process
GO:0030329,prenylcysteine metabolic process
GO:0030331,estrogen receptor binding
GO:0030332,cyclin binding
GO:0030334,regulation of cell migration
GO:0030336,negative regulation of cell migration
GO:0030346,protein phosphatase 2B binding
GO:0030366,molybdopterin synthase activity
GO:0030371,translation repressor activity
GO:0030378,serine racemase activity
GO:0030388,"fructose 1,6-bisphosphate metabolic process"
GO:0030389,fructosamine metabolic process
GO:0030421,defecation
GO:0030423,targeting of mRNA for destruction involved in RNA interference
GO:0030424,axon
GO:0030425,dendrite
GO:0030426,growth cone
GO:0030427,site of polarized growth
GO:0030428,cell septum
GO:0030430,host cell cytoplasm
GO:0030431,sleep
GO:0030433,ubiquitin-dependent ERAD pathway
GO:0030435,sporulation resulting in formation of a cellular spore
GO:0030436,asexual sporulation
GO:0030437,ascospore formation
GO:0030445,yeast-form cell wall
GO:0030447,filamentous growth
GO:0030466,silent mating-type cassette heterochromatin assembly
GO:0030473,nuclear migration along microtubule
GO:0030474,spindle pole body duplication
GO:0030476,ascospore wall assembly
GO:0030479,actin cortical patch
GO:0030488,tRNA methylation
GO:0030490,maturation of SSU-rRNA
GO:0030492,hemoglobin binding
GO:0030496,midbody
GO:0030500,regulation of bone mineralization
GO:0030506,ankyrin binding
GO:0030507,spectrin binding
GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030513,positive regulation of BMP signaling pathway
GO:0030515,snoRNA binding
GO:0030516,regulation of axon extension
GO:0030517,negative regulation of axon extension
GO:0030527,structural constituent of chromatin
GO:0030532,small nuclear ribonucleoprotein complex
GO:0030534,adult behavior
GO:0030543,2-micrometer plasmid partitioning
GO:0030544,Hsp70 protein binding
GO:0030546,signaling receptor activator activity
GO:0030548,acetylcholine receptor regulator activity
GO:0030551,cyclic nucleotide binding
GO:0030553,cGMP binding
GO:0030554,adenyl nucleotide binding
GO:0030570,pectate lyase activity
GO:0030576,Cajal body organization
GO:0030588,pseudocleavage
GO:0030590,first cell cycle pseudocleavage
GO:0030592,DNA ADP-ribosylation
GO:0030593,neutrophil chemotaxis
GO:0030619,U1 snRNA binding
GO:0030620,U2 snRNA binding
GO:0030623,U5 snRNA binding
GO:0030628,pre-mRNA 3'-splice site binding
GO:0030638,polyketide metabolic process
GO:0030658,transport vesicle membrane
GO:0030659,cytoplasmic vesicle membrane
GO:0030660,Golgi-associated vesicle membrane
GO:0030662,coated vesicle membrane
GO:0030663,COPI-coated vesicle membrane
GO:0030665,clathrin-coated vesicle membrane
GO:0030666,endocytic vesicle membrane
GO:0030669,clathrin-coated endocytic vesicle membrane
GO:0030670,phagocytic vesicle membrane
GO:0030674,protein-macromolecule adaptor activity
GO:0030681,multimeric ribonuclease P complex
GO:0030684,preribosome
GO:0030686,90S preribosome
GO:0030687,"preribosome, large subunit precursor"
GO:0030697,S-adenosylmethionine-dependent tRNA (m5U54) methyltransferase activity
GO:0030705,cytoskeleton-dependent intracellular transport
GO:0030717,oocyte karyosome formation
GO:0030718,germ-line stem cell population maintenance
GO:0030719,P granule organization
GO:0030720,oocyte localization involved in germarium-derived egg chamber formation
GO:0030723,ovarian fusome organization
GO:0030728,ovulation
GO:0030735,carnosine N-methyltransferase activity
GO:0030834,regulation of actin filament depolymerization
GO:0030835,negative regulation of actin filament depolymerization
GO:0030837,negative regulation of actin filament polymerization
GO:0030838,positive regulation of actin filament polymerization
GO:0030847,"termination of RNA polymerase II transcription, exosome-dependent"
GO:0030849,autosome
GO:0030851,granulocyte differentiation
GO:0030855,epithelial cell differentiation
GO:0030863,cortical cytoskeleton
GO:0030864,cortical actin cytoskeleton
GO:0030865,cortical cytoskeleton organization
GO:0030866,cortical actin cytoskeleton organization
GO:0030867,rough endoplasmic reticulum membrane
GO:0030870,Mre11 complex
GO:0030874,nucleolar chromatin
GO:0030880,RNA polymerase complex
GO:0030894,replisome
GO:0030896,checkpoint clamp complex
GO:0030897,HOPS complex
GO:0030900,forebrain development
GO:0030901,midbrain development
GO:0030903,notochord development
GO:0030906,"retromer, cargo-selective complex"
GO:0030907,MBF transcription complex
GO:0030911,TPR domain binding
GO:0030915,Smc5-Smc6 complex
GO:0030920,peptidyl-serine acetylation
GO:0030943,mitochondrion targeting sequence binding
GO:0030950,establishment or maintenance of actin cytoskeleton polarity
GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity
GO:0030952,establishment or maintenance of cytoskeleton polarity
GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex
GO:0030964,"NADH dehydrogenase complex"
GO:0030968,endoplasmic reticulum unfolded protein response
GO:0030971,receptor tyrosine kinase binding
GO:0030975,thiamine binding
GO:0030981,cortical microtubule cytoskeleton
GO:0030990,intraciliary transport particle
GO:0030991,intraciliary transport particle A
GO:0030992,intraciliary transport particle B
GO:0031000,response to caffeine
GO:0031011,Ino80 complex
GO:0031017,exocrine pancreas development
GO:0031021,interphase microtubule organizing center
GO:0031023,microtubule organizing center organization
GO:0031030,negative regulation of septation initiation signaling
GO:0031031,positive regulation of septation initiation signaling
GO:0031036,myosin II filament assembly
GO:0031037,myosin II filament disassembly
GO:0031047,gene silencing by RNA
GO:0031048,heterochromatin assembly by small RNA
GO:0031053,primary miRNA processing
GO:0031054,pre-miRNA processing
GO:0031055,chromatin remodeling at centromere
GO:0031060,regulation of histone methylation
GO:0031064,negative regulation of histone deacetylation
GO:0031076,embryonic camera-type eye development
GO:0031080,nuclear pore outer ring
GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA
GO:0031090,organelle membrane
GO:0031097,medial cortex
GO:0031098,stress-activated protein kinase signaling cascade
GO:0031100,animal organ regeneration
GO:0031102,neuron projection regeneration
GO:0031103,axon regeneration
GO:0031106,septin ring organization
GO:0031107,septin ring disassembly
GO:0031113,regulation of microtubule polymerization
GO:0031115,negative regulation of microtubule polymerization
GO:0031116,positive regulation of microtubule polymerization
GO:0031117,positive regulation of microtubule depolymerization
GO:0031120,snRNA pseudouridine synthesis
GO:0031122,cytoplasmic microtubule organization
GO:0031124,mRNA 3'-end processing
GO:0031125,rRNA 3'-end processing
GO:0031134,sister chromatid biorientation
GO:0031135,negative regulation of conjugation
GO:0031136,positive regulation of conjugation
GO:0031137,regulation of conjugation with cellular fusion
GO:0031139,positive regulation of conjugation with cellular fusion
GO:0031143,pseudopodium
GO:0031144,proteasome localization
GO:0031145,anaphase-promoting complex-dependent catabolic process
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0031149,sorocarp stalk cell differentiation
GO:0031151,histone methyltransferase activity (H3-K79 specific)
GO:0031152,aggregation involved in sorocarp development
GO:0031154,culmination involved in sorocarp development
GO:0031166,integral component of vacuolar membrane
GO:0031167,rRNA methylation
GO:0031175,neuron projection development
GO:0031176,"endo-1,4-beta-xylanase activity"
GO:0031201,SNARE complex
GO:0031204,"posttranslational protein targeting to membrane, translocation"
GO:0031207,Sec62/Sec63 complex
GO:0031213,RSF complex
GO:0031222,arabinan catabolic process
GO:0031225,anchored component of membrane
GO:0031226,intrinsic component of plasma membrane
GO:0031228,intrinsic component of Golgi membrane
GO:0031231,intrinsic component of peroxisomal membrane
GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
GO:0031248,protein acetyltransferase complex
GO:0031251,PAN complex
GO:0031252,cell leading edge
GO:0031253,cell projection membrane
GO:0031261,DNA replication preinitiation complex
GO:0031262,Ndc80 complex
GO:0031267,small GTPase binding
GO:0031269,pseudopodium assembly
GO:0031271,lateral pseudopodium assembly
GO:0031272,regulation of pseudopodium assembly
GO:0031276,negative regulation of lateral pseudopodium assembly
GO:0031285,regulation of sorocarp stalk cell differentiation
GO:0031288,sorocarp morphogenesis
GO:0031297,replication fork processing
GO:0031298,replication fork protection complex
GO:0031300,intrinsic component of organelle membrane
GO:0031301,integral component of organelle membrane
GO:0031303,integral component of endosome membrane
GO:0031304,intrinsic component of mitochondrial inner membrane
GO:0031305,integral component of mitochondrial inner membrane
GO:0031306,intrinsic component of mitochondrial outer membrane
GO:0031307,integral component of mitochondrial outer membrane
GO:0031310,intrinsic component of vacuolar membrane
GO:0031312,extrinsic component of organelle membrane
GO:0031314,extrinsic component of mitochondrial inner membrane
GO:0031327,negative regulation of cellular biosynthetic process
GO:0031328,positive regulation of cellular biosynthetic process
GO:0031331,positive regulation of cellular catabolic process
GO:0031333,negative regulation of protein-containing complex assembly
GO:0031334,positive regulation of protein-containing complex assembly
GO:0031340,positive regulation of vesicle fusion
GO:0031347,regulation of defense response
GO:0031348,negative regulation of defense response
GO:0031365,N-terminal protein amino acid modification
GO:0031369,translation initiation factor binding
GO:0031371,ubiquitin conjugating enzyme complex
GO:0031386,protein tag
GO:0031389,Rad17 RFC-like complex
GO:0031390,Ctf18 RFC-like complex
GO:0031391,Elg1 RFC-like complex
GO:0031397,negative regulation of protein ubiquitination
GO:0031398,positive regulation of protein ubiquitination
GO:0031399,regulation of protein modification process
GO:0031400,negative regulation of protein modification process
GO:0031401,positive regulation of protein modification process
GO:0031405,lipoic acid binding
GO:0031408,oxylipin biosynthetic process
GO:0031410,cytoplasmic vesicle
GO:0031415,NatA complex
GO:0031416,NatB complex
GO:0031417,NatC complex
GO:0031418,L-ascorbic acid binding
GO:0031425,chloroplast RNA processing
GO:0031428,box C/D RNP complex
GO:0031429,box H/ACA snoRNP complex
GO:0031430,M band
GO:0031435,mitogen-activated protein kinase kinase kinase binding
GO:0031440,regulation of mRNA 3'-end processing
GO:0031449,regulation of slow-twitch skeletal muscle fiber contraction
GO:0031452,negative regulation of heterochromatin assembly
GO:0031463,Cul3-RING ubiquitin ligase complex
GO:0031468,nuclear membrane reassembly
GO:0031490,chromatin DNA binding
GO:0031497,chromatin assembly
GO:0031503,protein-containing complex localization
GO:0031505,fungal-type cell wall organization
GO:0031506,cell wall glycoprotein biosynthetic process
GO:0031507,heterochromatin assembly
GO:0031508,pericentric heterochromatin assembly
GO:0031509,subtelomeric heterochromatin assembly
GO:0031510,SUMO activating enzyme complex
GO:0031514,motile cilium
GO:0031515,tRNA (m1A) methyltransferase complex
GO:0031526,brush border membrane
GO:0031527,filopodium membrane
GO:0031529,ruffle organization
GO:0031533,mRNA cap methyltransferase complex
GO:0031536,positive regulation of exit from mitosis
GO:0031564,transcription antitermination
GO:0031568,mitotic G1 cell size control checkpoint signaling
GO:0031570,DNA integrity checkpoint signaling
GO:0031573,mitotic intra-S DNA damage checkpoint signaling
GO:0031578,mitotic spindle orientation checkpoint signaling
GO:0031581,hemidesmosome assembly
GO:0031588,nucleotide-activated protein kinase complex
GO:0031589,cell-substrate adhesion
GO:0031590,wybutosine metabolic process
GO:0031593,polyubiquitin modification-dependent protein binding
GO:0031616,spindle pole centrosome
GO:0031617,NMS complex
GO:0031624,ubiquitin conjugating enzyme binding
GO:0031629,synaptic vesicle fusion to presynaptic active zone membrane
GO:0031639,plasminogen activation
GO:0031641,regulation of myelination
GO:0031647,regulation of protein stability
GO:0031648,protein destabilization
GO:0031667,response to nutrient levels
GO:0031668,cellular response to extracellular stimulus
GO:0031681,G-protein beta-subunit binding
GO:0031683,G-protein beta/gamma-subunit complex binding
GO:0031685,adenosine receptor binding
GO:0031901,early endosome membrane
GO:0031902,late endosome membrane
GO:0031903,microbody membrane
GO:0031907,microbody lumen
GO:0031919,vitamin B6 transport
GO:0031929,TOR signaling
GO:0031930,mitochondria-nucleus signaling pathway
GO:0031931,TORC1 complex
GO:0031932,TORC2 complex
GO:0031934,mating-type region heterochromatin
GO:0031936,negative regulation of chromatin silencing
GO:0031938,regulation of chromatin silencing at telomere
GO:0031939,negative regulation of chromatin silencing at telomere
GO:0031941,filamentous actin
GO:0031952,regulation of protein autophosphorylation
GO:0031965,nuclear membrane
GO:0031966,mitochondrial membrane
GO:0031967,organelle envelope
GO:0031968,organelle outer membrane
GO:0031969,chloroplast membrane
GO:0031970,organelle envelope lumen
GO:0031975,envelope
GO:0031981,nuclear lumen
GO:0031982,vesicle
GO:0031983,vesicle lumen
GO:0031984,organelle subcompartment
