MMETSP_ID,JGI_ID,Percent_Identity,Annotations
GBG26055.1,141996,66.6,GBG26055.1 Malate-2H+/Na+-lactate antiporter [Hondaea fermentalgiana]
GBG26055.1,141998,59.5,GBG26055.1 Malate-2H+/Na+-lactate antiporter [Hondaea fermentalgiana]
GBG32746.1,141999,72.8,GBG32746.1 Pre-mRNA-splicing factor CWC22 [Hondaea fermentalgiana]
GBG32750.1,142000,89.2,GBG32750.1 Small nuclear ribonucleoprotein-associated protein B' [Hondaea fermentalgiana]
GBG32754.1,142003,56.7,GBG32754.1 Sulfotransferase 1C3 [Hondaea fermentalgiana]
GBG32758.1,142007,50.1,GBG32758.1 Ankyrin repeat domain-containing protein 1 [Hondaea fermentalgiana]
GBG32764.1,142010,75.9,GBG32764.1 Hypothetical Protein FCC1311_089892 [Hondaea fermentalgiana]
GBG32767.1,142011,66.5,GBG32767.1 CSC1-like protein 1 [Hondaea fermentalgiana]
GBG32769.1,142012,70.6,GBG32769.1 Crt-like 1 [Hondaea fermentalgiana]
GBG26850.1,142025,74.4,GBG26850.1 O-acetyl-ADP-ribose deacetylase MACROD1 [Hondaea fermentalgiana]
GBG26853.1,142027,68.1,GBG26853.1 tRNA cytosine34-C5-methyltransferase [Hondaea fermentalgiana]
GBG26864.1,142028,53.2,GBG26864.1 Protein disulfide-isomerase [Hondaea fermentalgiana]
GBG26858.1,142030,83.1,GBG26858.1 Electron transfer flavoprotein regulatory factor 1 [Hondaea fermentalgiana]
GBG26867.1,142031,66,GBG26867.1 1-aminocyclopropane-1-carboxylate oxidase-like 2 [Hondaea fermentalgiana]
GBG26872.1,142033,57.7,GBG26872.1 Transcription initiation factor TFIID subunit 3 [Hondaea fermentalgiana]
GBG26873.1,142034,69.3,GBG26873.1 Hypothetical Protein FCC1311_030952 [Hondaea fermentalgiana]
GBG26881.1,142040,63.2,GBG26881.1 Inward rectifier potassium channel 2 [Hondaea fermentalgiana]
GBG26885.1,142044,62.8,GBG26885.1 Syntaxin-5 [Hondaea fermentalgiana]
GBG26886.1,142045,51.1,GBG26886.1 Cyclin-U1-1 [Hondaea fermentalgiana]
GBG26888.1,142049,78.2,GBG26888.1 Hypothetical Protein FCC1311_031102 [Hondaea fermentalgiana]
GBG26887.1,142050,74.6,GBG26887.1 Cyclin-U4-1 [Hondaea fermentalgiana]
GBG26889.1,142051,47.4,GBG26889.1 Hypothetical Protein FCC1311_031112 [Hondaea fermentalgiana]
GBG26905.1,142059,74.2,GBG26905.1 Spermidine synthase [Hondaea fermentalgiana]
GBG26906.1,142060,74.8,GBG26906.1 mRNA cap guanine-N7 methyltransferase [Hondaea fermentalgiana]
GBG26909.1,142061,69.1,GBG26909.1 Kinesin-like protein [Hondaea fermentalgiana]
GBG26916.1,142066,86.7,GBG26916.1 Glutamate decarboxylase 1 [Hondaea fermentalgiana]
GBG24677.1,142072,50.5,"GBG24677.1 Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 [Hondaea fermentalgiana]"
GBG24675.1,142075,56.1,GBG24675.1 Nucleolar protein 12 [Hondaea fermentalgiana]
GBG24673.1,142077,72.1,GBG24673.1 Signal recognition particle 14 kDa protein [Hondaea fermentalgiana]
GBG24672.1,142078,40.9,GBG24672.1 Nuclear cap-binding protein subunit 2 [Hondaea fermentalgiana]
GBG24664.1,142081,73.5,GBG24664.1 Hypothetical Protein FCC1311_008822 [Hondaea fermentalgiana]
GBG24656.1,142083,54.9,GBG24656.1 Hypothetical Protein FCC1311_008742 [Hondaea fermentalgiana]
GBG24656.1,142084,34.4,GBG24656.1 Hypothetical Protein FCC1311_008742 [Hondaea fermentalgiana]
GBG24655.1,142089,51,GBG24655.1 3-deoxy-D-manno-octulosonic-acid transferase [Hondaea fermentalgiana]
GBG28133.1,142094,81.3,GBG28133.1 5'-nucleotidase domain-containing protein 2 [Hondaea fermentalgiana]
GBG33984.1,142103,70.8,GBG33984.1 Peptidyl-prolyl cis-trans isomerase [Hondaea fermentalgiana]
GBG33982.1,142105,55,GBG33982.1 Ubiquitin recognition factor in ER-associated degradation protein 1 [Hondaea fermentalgiana]
GBG33977.1,142107,47.9,GBG33977.1 Structural maintenance of chromosomes protein 5 [Hondaea fermentalgiana]
GBG33976.1,142108,35,GBG33976.1 Structural maintenance of chromosomes protein 5 [Hondaea fermentalgiana]
GBG28218.1,142111,66.1,GBG28218.1 Hypothetical Protein FCC1311_044412 [Hondaea fermentalgiana]
GBG33969.1,142114,86.6,GBG33969.1 Spermidine synthase [Hondaea fermentalgiana]
GBG33971.1,142115,51,GBG33971.1 CAP-Gly domain-containing linker protein 1 [Hondaea fermentalgiana]
GBG33972.1,142116,86.3,"GBG33972.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33015.1,142118,64.6,"GBG33015.1 DNA-directed RNA polymerase, mitochondrial, partial [Hondaea fermentalgiana]"
GBG33014.1,142119,47.7,GBG33014.1 Hypothetical Protein FCC1311_092382 [Hondaea fermentalgiana]
GBG33011.1,142120,45,GBG33011.1 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 [Hondaea fermentalgiana]
GBG33010.1,142121,75,GBG33010.1 Vesicle transport protein SFT2A [Hondaea fermentalgiana]
GBG33041.1,142123,73.2,GBG33041.1 COP9 signalosome complex subunit 5 [Hondaea fermentalgiana]
GBG27088.1,142127,81,GBG27088.1 Heparan-sulfate 6-O-sulfotransferase 2 [Hondaea fermentalgiana]
GBG29905.1,142139,78,"GBG29905.1 Trimethyllysine dioxygenase, partial [Hondaea fermentalgiana]"
GBG29924.1,142142,77.5,"GBG29924.1 Lipase, putative [Hondaea fermentalgiana]"
GBG29941.1,142154,43.9,GBG29941.1 E3 ubiquitin-protein ligase UBR2 [Hondaea fermentalgiana]
GBG29944.1,142156,73.6,GBG29944.1 Hypothetical Protein FCC1311_061642 [Hondaea fermentalgiana]
OQR91340.1,142157,75.6,OQR91340.1 ARP2/3 complex 20 kDa subunit [Achlya hypogyna]
GBG29949.1,142158,91.5,GBG29949.1 Carbamoyl-phosphate synthase small chain [Hondaea fermentalgiana]
GBG29953.1,142161,61.4,GBG29953.1 Hypothetical Protein FCC1311_061732 [Hondaea fermentalgiana]
GBG29956.1,142162,51,GBG29956.1 Sorting nexin-9 [Hondaea fermentalgiana]
GBG29965.1,142171,60.8,"GBG29965.1 Methylmalonic aciduria and homocystinuria type D protein, mitochondrial [Hondaea fermentalgiana]"
GBG29963.1,142173,60.7,"GBG29963.1 Protein phosphatase, putative [Hondaea fermentalgiana]"
GBG29977.1,142178,65.1,GBG29977.1 Hypothetical Protein FCC1311_061972 [Hondaea fermentalgiana]
GBG29981.1,142179,74.4,GBG29981.1 Ethanolamine-phosphate cytidylyltransferase [Hondaea fermentalgiana]
GBG29519.1,142186,74.2,GBG29519.1 Trafficking protein particle complex subunit 1 [Hondaea fermentalgiana]
GBG25834.1,142189,76.1,GBG25834.1 Inositol oxygenase [Hondaea fermentalgiana]
GBG25848.1,142191,55.8,GBG25848.1 Cadmium/zinc-transporting ATPase HMA2 [Hondaea fermentalgiana]
GBG25846.1,142192,89.7,GBG25846.1 E3 ubiquitin-protein ligase RGLG3 [Hondaea fermentalgiana]
GBG25843.1,142194,72.8,GBG25843.1 Cathepsin Z [Hondaea fermentalgiana]
GBG25841.1,142195,44.8,GBG25841.1 Vesicle-associated membrane protein-associated protein B [Hondaea fermentalgiana]
GBG25849.1,142196,80.2,GBG25849.1 E3 ubiquitin-protein ligase HERC2 [Hondaea fermentalgiana]
GBG25850.1,142198,46,GBG25850.1 Aldehyde-alcohol dehydrogenase [Hondaea fermentalgiana]
GBG25853.1,142199,91.2,GBG25853.1 Ubiquitin-conjugating enzyme E2 J1 [Hondaea fermentalgiana]
GBG25857.1,142201,46.8,GBG25857.1 tRNA-specific adenosine deaminase subunit TAD3 [Hondaea fermentalgiana]
GBG25859.1,142202,65.9,GBG25859.1 Leucine-rich repeat receptor-like protein kinase PXL1 [Hondaea fermentalgiana]
GBG25864.1,142206,74.6,"GBG25864.1 Carnitine O-palmitoyltransferase 2, mitochondrial [Hondaea fermentalgiana]"
GBG25868.1,142207,60.1,"GBG25868.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG25869.1,142209,94.4,GBG25869.1 Histone H2B [Hondaea fermentalgiana]
GBG25872.1,142212,62.4,GBG25872.1 Palmitoyltransferase [Hondaea fermentalgiana]
GBG25888.1,142222,39.6,GBG25888.1 Hypothetical Protein FCC1311_021072 [Hondaea fermentalgiana]
GBG25375.1,142223,37.5,GBG25375.1 Thioredoxin reductase gliT [Hondaea fermentalgiana]
GBG25897.1,142227,67.7,GBG25897.1 Cytochrome c oxidase assembly factor 7-like [Hondaea fermentalgiana]
GBG25900.1,142229,48.4,GBG25900.1 Protein CASP [Hondaea fermentalgiana]
GBG25900.1,142230,74.2,GBG25900.1 Protein CASP [Hondaea fermentalgiana]
GBG25902.1,142232,73.8,GBG25902.1 ABC transporter B family member 1 [Hondaea fermentalgiana]
GBG25910.1,142235,68.1,GBG25910.1 Cytoplasmic 60S subunit biosis factor REI1 [Hondaea fermentalgiana]
GBG25907.1,142237,81.4,GBG25907.1 G patch domain-containing protein 4 [Hondaea fermentalgiana]
GBG25906.1,142238,76.3,GBG25906.1 Methionine aminopeptidase 2 [Hondaea fermentalgiana]
GBG25904.1,142243,39.3,GBG25904.1 Hypothetical Protein FCC1311_021232 [Hondaea fermentalgiana]
GBG25917.1,142245,57.2,GBG25917.1 Nitric oxide synthase-interacting protein [Hondaea fermentalgiana]
GBG25924.1,142249,43.9,GBG25924.1 Hypothetical Protein FCC1311_021432 [Hondaea fermentalgiana]
GBG25922.1,142251,73.9,GBG25922.1 Hypothetical Protein FCC1311_021412 [Hondaea fermentalgiana]
GBG34338.1,142259,71.1,GBG34338.1 ATP synthase mitochondrial F1 complex assembly factor 1 [Hondaea fermentalgiana]
GBG34343.1,142261,56,GBG34343.1 Xenotropic and polytropic retrovirus receptor 1-like [Hondaea fermentalgiana]
GBG34878.1,142267,69.3,GBG34878.1 HemK methyltransferase family member 1 [Hondaea fermentalgiana]
GBG34822.1,142269,71.7,GBG34822.1 Ubiquitin carboxyl-terminal hydrolase [Hondaea fermentalgiana]
GBG34824.1,142271,56.8,GBG34824.1 Hypothetical Protein FCC1311_110462 [Hondaea fermentalgiana]
GBG34669.1,142282,68.1,"GBG34669.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG31142.1,142284,76.5,GBG31142.1 Dolichyldiphosphatase 1 [Hondaea fermentalgiana]
GBG31138.1,142287,58.4,GBG31138.1 Hypothetical Protein FCC1311_073592 [Hondaea fermentalgiana]
GBG31134.1,142288,69.4,GBG31134.1 AMME syndrome candidate 1 protein-like [Hondaea fermentalgiana]
GBG31129.1,142290,32.6,GBG31129.1 Pre-mRNA-splicing factor spp2 [Hondaea fermentalgiana]
GBG31128.1,142291,45.4,GBG31128.1 Synembryn-A [Hondaea fermentalgiana]
GBG31109.1,142307,67.7,GBG31109.1 Hypothetical Protein FCC1311_073302 [Hondaea fermentalgiana]
GBG27626.1,142314,45.9,"GBG27626.1 Procollagen-lysine,2-oxoglutarate 5-dioxygenase [Hondaea fermentalgiana]"
GBG31105.1,142319,77.8,GBG31105.1 Transcription factor TFIIIB component B'' [Hondaea fermentalgiana]
GBG31102.1,142326,56.3,"GBG31102.1 NFU1 iron-sulfur cluster scaffold-like, mitochondrial [Hondaea fermentalgiana]"
GBG27606.1,142333,54.1,"GBG27606.1 Rho GTPase activating protein, putative [Hondaea fermentalgiana]"
GBG27603.1,142337,62.5,GBG27603.1 Histidine protein methyltransferase 1-like [Hondaea fermentalgiana]
GBG27602.1,142338,86.2,GBG27602.1 Pyrophosphate-energized vacuolar membrane proton pump [Hondaea fermentalgiana]
GBG30004.1,142353,71.2,GBG30004.1 Hypothetical Protein FCC1311_062242 [Hondaea fermentalgiana]
GBG29996.1,142355,58.7,GBG29996.1 tRNA pseudouridine synthase [Hondaea fermentalgiana]
GBG27354.1,142356,63.9,GBG27354.1 BEACH domain-containing protein C2 [Hondaea fermentalgiana]
GBG33535.1,142362,69.2,"GBG33535.1 Peptidyl-tRNA hydrolase 2, mitochondrial [Hondaea fermentalgiana]"
GBG33536.1,142363,71.7,GBG33536.1 Ethylene-responsive transcription factor 2 [Hondaea fermentalgiana]
GBG34697.1,142370,63.1,GBG34697.1 Arylsulfatase [Hondaea fermentalgiana]
GBG26976.1,142380,74.3,"GBG26976.1 Long-chain-fatty-acid--CoA ligase 4, partial [Hondaea fermentalgiana]"
GBG26960.1,142387,70.1,GBG26960.1 Charged multivesicular body protein 5 [Hondaea fermentalgiana]
GBG26958.1,142388,60.1,GBG26958.1 ATP-dependent helicase SGS1 [Hondaea fermentalgiana]
GBG26952.1,142390,66.1,GBG26952.1 DNA annealing helicase and endonuclease ZRANB3 [Hondaea fermentalgiana]
GBG26952.1,142391,69.7,GBG26952.1 DNA annealing helicase and endonuclease ZRANB3 [Hondaea fermentalgiana]
GBG26948.1,142393,83.9,GBG26948.1 Eukaryotic translation initiation factor 5B [Hondaea fermentalgiana]
GBG26944.1,142396,87.1,GBG26944.1 UDP-sugar pyrophosphorylase 1 [Hondaea fermentalgiana]
GBG26937.1,142401,74.9,GBG26937.1 Diatom spindle kinesin-1 [Hondaea fermentalgiana]
GBG35129.1,142402,79.4,GBG35129.1 Queuine tRNA-ribosyltransferase catalytic subunit [Hondaea fermentalgiana]
GBG27238.1,142405,62.4,GBG27238.1 Aflatoxin B1 aldehyde reductase member 3 [Hondaea fermentalgiana]
GBG33560.1,142406,50.9,GBG33560.1 Hypothetical Protein FCC1311_097832 [Hondaea fermentalgiana]
GBG33645.1,142411,83.4,GBG33645.1 26S proteasome non-ATPase regulatory subunit 11-like [Hondaea fermentalgiana]
GBG33634.1,142417,63.3,GBG33634.1 Ubiquitin carboxyl-terminal hydrolase family protein [Hondaea fermentalgiana]
APC60432.1,142419,99.3,APC60432.1 beta-tubulin [Aurantiochytrium limacinum]
GBG33629.1,142425,74.7,GBG33629.1 Guanine nucleotide-binding protein subunit beta [Hondaea fermentalgiana]
GBG33622.1,142428,85.9,GBG33622.1 26S proteasome non-ATPase regulatory subunit 2 [Hondaea fermentalgiana]
GBG33620.1,142429,63.3,"GBG33620.1 Ubiquitin carboxyl-terminal hydrolase, putative [Hondaea fermentalgiana]"
GBG33618.1,142430,49.8,GBG33618.1 DNA polymerase delta subunit 3 [Hondaea fermentalgiana]
GBG33612.1,142434,83.2,GBG33612.1 Mitochondrial escape protein 2-like [Hondaea fermentalgiana]
GBG33605.1,142437,57.4,GBG33605.1 Peptidyl-prolyl cis-trans isomerase FKBP4 [Hondaea fermentalgiana]
GBG33601.1,142440,70.9,GBG33601.1 Mitochondrial acidic protein MAM33 [Hondaea fermentalgiana]
GBG33598.1,142442,74,GBG33598.1 Cysteine proteinase 2 [Hondaea fermentalgiana]
GBG33597.1,142443,89.6,GBG33597.1 Threonine synthase [Hondaea fermentalgiana]
GBG33594.1,142446,66.1,GBG33594.1 Hypothetical Protein FCC1311_098172 [Hondaea fermentalgiana]
GBG24650.1,142450,84.3,GBG24650.1 Prostaglandin reductase 1 [Hondaea fermentalgiana]
GBG34573.1,142454,75.2,GBG34573.1 Ceramide synthase 4 [Hondaea fermentalgiana]
GBG34580.1,142458,66.6,GBG34580.1 Hypothetical Protein FCC1311_108012 [Hondaea fermentalgiana]
GBG33729.1,142464,73.6,GBG33729.1 Serine protease HTRA1 [Hondaea fermentalgiana]
GBG33726.1,142467,61.2,GBG33726.1 Protoporphyrinogen oxidase [Hondaea fermentalgiana]
GBG33723.1,142468,64.2,GBG33723.1 Carbonic anhydrase [Hondaea fermentalgiana]
GBG33398.1,142470,83.3,GBG33398.1 60S ribosomal protein L35 [Hondaea fermentalgiana]
GBG33409.1,142477,61.7,GBG33409.1 Fanconi anemia group D2 protein-like [Hondaea fermentalgiana]
GBG33409.1,142478,80.4,GBG33409.1 Fanconi anemia group D2 protein-like [Hondaea fermentalgiana]
GBG30738.1,142487,58.6,GBG30738.1 Palmitoyltransferase [Hondaea fermentalgiana]
GBG30737.1,142488,66.9,GBG30737.1 Poly ADP-ribose polymerase 1 [Hondaea fermentalgiana]
GBG30736.1,142489,53,GBG30736.1 Ubiquitin carboxyl-terminal hydrolase 24 [Hondaea fermentalgiana]
GBG30735.1,142490,84.5,GBG30735.1 Peroxisomal S-2-hydroxy-acid oxidase [Hondaea fermentalgiana]
GBG30734.1,142491,51.6,GBG30734.1 Hypothetical Protein FCC1311_069542 [Hondaea fermentalgiana]
GBG30727.1,142495,45.2,GBG30727.1 Succinate--hydroxymethylglutarate CoA-transferase [Hondaea fermentalgiana]
GBG35071.1,142496,81.6,GBG35071.1 Nucleoside diphosphate-linked moiety X motif 8 [Hondaea fermentalgiana]
GBG34830.1,142500,79,GBG34830.1 Vacuolar-sorting protein SNF8 [Hondaea fermentalgiana]
GBG34831.1,142501,71.5,GBG34831.1 SH3KBP1-binding protein 1 [Hondaea fermentalgiana]
GBG34842.1,142511,61.1,GBG34842.1 Cysteine desulfurase [Hondaea fermentalgiana]
GBG32169.1,142515,68.8,GBG32169.1 ABC1 family protein MCP2-like [Hondaea fermentalgiana]
GBG32154.1,142527,67.4,"GBG32154.1 Dol-P-Man:Man5GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase [Hondaea fermentalgiana]"
GBG32153.1,142528,55.6,GBG32153.1 Importin subunit alpha-8 [Hondaea fermentalgiana]
GBG32140.1,142539,31.3,GBG32140.1 Hypothetical Protein FCC1311_083652 [Hondaea fermentalgiana]
GBG32137.1,142541,84.6,"GBG32137.1 NAD kinase 2, mitochondrial [Hondaea fermentalgiana]"
GBG32131.1,142543,53.3,GBG32131.1 Ubiquitin carboxyl-terminal hydrolase 33 [Hondaea fermentalgiana]
GBG32127.1,142544,79.5,GBG32127.1 ATP-dependent RNA helicase HAS1 [Hondaea fermentalgiana]
GBG23885.1,142557,63.6,GBG23885.1 Xaa-Pro aminopeptidase 1 [Hondaea fermentalgiana]
MBL28031.1,142561,56.9,MBL28031.1 carnitine dehydratase [Rhodospirillaceae bacterium]
GBG23877.1,142565,86.1,"GBG23877.1 Glycine cleavage system H protein, mitochondrial [Hondaea fermentalgiana]"
GBG23880.1,142566,68.1,GBG23880.1 Hypothetical Protein FCC1311_000992 [Hondaea fermentalgiana]
GBG23855.1,142569,72.5,GBG23855.1 tRNA-specific adenosine deaminase [Hondaea fermentalgiana]
GBG23853.1,142570,81.6,GBG23853.1 Hypothetical Protein FCC1311_000732 [Hondaea fermentalgiana]
GBG23852.1,142571,43.8,GBG23852.1 Cysteine-rich secretory protein LCCL domain-containing 2 [Hondaea fermentalgiana]
GBG23849.1,142576,81.8,GBG23849.1 Transcription initiation factor TFIID subunit 14 [Hondaea fermentalgiana]
GBG23847.1,142578,74.9,GBG23847.1 Hypothetical Protein FCC1311_000672 [Hondaea fermentalgiana]
GBG23843.1,142581,64.1,GBG23843.1 Hypothetical Protein FCC1311_000632 [Hondaea fermentalgiana]
GBG23842.1,142583,82.6,GBG23842.1 60S ribosomal protein L7 [Hondaea fermentalgiana]
GBG23840.1,142584,52.3,GBG23840.1 Hypothetical Protein FCC1311_000602 [Hondaea fermentalgiana]
GBG23818.1,142593,64.9,GBG23818.1 Hypothetical Protein FCC1311_000382 [Hondaea fermentalgiana]
GBG23809.1,142598,70.7,GBG23809.1 Hypothetical Protein FCC1311_000292 [Hondaea fermentalgiana]
GBG23806.1,142600,80.1,GBG23806.1 RCC1 and BTB domain-containing protein 2 [Hondaea fermentalgiana]
GBG23805.1,142602,59,GBG23805.1 Epoxide hydrolase 1 [Hondaea fermentalgiana]
GBG23801.1,142604,76.1,GBG23801.1 Histidine triad nucleotide-binding protein 1 [Hondaea fermentalgiana]
GBG23798.1,142605,89.3,GBG23798.1 Alpha-galactosidase [Hondaea fermentalgiana]
GBG23796.1,142606,55.1,GBG23796.1 Hypothetical Protein FCC1311_000162 [Hondaea fermentalgiana]
GBG33936.1,142613,76.5,GBG33936.1 Hypothetical Protein FCC1311_101592 [Hondaea fermentalgiana]
GBG33932.1,142618,43.6,GBG33932.1 Hypothetical Protein FCC1311_101552 [Hondaea fermentalgiana]
GBG33931.1,142619,70.3,GBG33931.1 ATP-dependent RNA helicase DDX55 [Hondaea fermentalgiana]
GBG33929.1,142621,69.2,GBG33929.1 Alpha-galactosidase [Hondaea fermentalgiana]
GBG33925.1,142622,65.5,GBG33925.1 Cytochrome b5 [Hondaea fermentalgiana]
GBG33924.1,142623,58.7,GBG33924.1 Glutaredoxin [Hondaea fermentalgiana]
GBG33721.1,142626,98.6,"GBG33721.1 ATP synthase subunit beta, chloroplastic [Hondaea fermentalgiana]"
GBG33716.1,142632,44.4,GBG33716.1 Hypothetical Protein FCC1311_099392 [Hondaea fermentalgiana]
GBG30682.1,142633,56.4,GBG30682.1 3 beta-hydroxysteroid dehydrogenase type 4 [Hondaea fermentalgiana]
GBG33708.1,142634,58.5,GBG33708.1 Hypothetical Protein FCC1311_099312 [Hondaea fermentalgiana]
GBG33707.1,142635,79.9,GBG33707.1 mRNA 3'-end-processing protein rna14 [Hondaea fermentalgiana]
GBG33700.1,142636,44.4,"GBG33700.1 Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 [Hondaea fermentalgiana]"
GBG33701.1,142637,82.5,GBG33701.1 Mevalonate kinase [Hondaea fermentalgiana]
GBG33705.1,142638,59.4,GBG33705.1 Protein DENND6A [Hondaea fermentalgiana]
GBG33706.1,142639,92.4,GBG33706.1 E3 ubiquitin-protein ligase UPL1 [Hondaea fermentalgiana]
GBG33697.1,142640,50.7,GBG33697.1 E3 ubiquitin-protein ligase UPL2 [Hondaea fermentalgiana]
GBG33319.1,142659,79.3,GBG33319.1 E3 ubiquitin-protein ligase TRIP12 [Hondaea fermentalgiana]
GBG33319.1,142660,48.6,GBG33319.1 E3 ubiquitin-protein ligase TRIP12 [Hondaea fermentalgiana]
GBG33319.1,142661,55.8,GBG33319.1 E3 ubiquitin-protein ligase TRIP12 [Hondaea fermentalgiana]
GBG33314.1,142664,80.6,GBG33314.1 Cytokinin riboside 5'-monophosphate phosphoribohydrolase [Hondaea fermentalgiana]
GBG33301.1,142673,32.2,GBG33301.1 Hypothetical Protein FCC1311_095252 [Hondaea fermentalgiana]
GBG33527.1,142679,41.5,GBG33527.1 Hypothetical Protein FCC1311_097502 [Hondaea fermentalgiana]
GBG33529.1,142681,77,GBG33529.1 Thioredoxin reductase [Hondaea fermentalgiana]
GBG33513.1,142684,54.3,"GBG33513.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33513.1,142685,56.5,"GBG33513.1 Protein kinase, putative [Hondaea fermentalgiana]"
GBG33512.1,142686,93.4,GBG33512.1 60S ribosomal protein L10a [Hondaea fermentalgiana]
GBG29826.1,142687,53,GBG29826.1 Hypothetical Protein FCC1311_060462 [Hondaea fermentalgiana]
GBG31538.1,142690,77.6,GBG31538.1 26S proteasome non-ATPase regulatory subunit 6-like [Hondaea fermentalgiana]
GBG31536.1,142691,89.7,"GBG31536.1 Glutamate dehydrogenase, mitochondrial [Hondaea fermentalgiana]"
GBG31533.1,142693,77.5,"GBG31533.1 Presequence protease, mitochondrial [Hondaea fermentalgiana]"
GBG31527.1,142698,81.1,GBG31527.1 Imidazole glycerol phosphate synthase hisHF [Hondaea fermentalgiana]
GBG31517.1,142704,52.1,GBG31517.1 Methylenetetrahydrofolate reductase 2 [Hondaea fermentalgiana]
GBG26366.1,142721,74.3,GBG26366.1 Cyclin-dependent kinase 8 [Hondaea fermentalgiana]
GBG31489.1,142722,84,GBG31489.1 Phosphomannomutase [Hondaea fermentalgiana]
GBG31486.1,142729,61.3,GBG31486.1 Hypothetical Protein FCC1311_077102 [Hondaea fermentalgiana]
GBG31481.1,142732,68.3,GBG31481.1 Phosphatidylinositol/phosphatidylcholine transfer protein SFH2 [Hondaea fermentalgiana]
GBG24752.1,142745,39,GBG24752.1 Hypothetical Protein FCC1311_009702 [Hondaea fermentalgiana]
GBG31463.1,142746,81,"GBG31463.1 IAA-amino acid hydrolase ILR1, partial [Hondaea fermentalgiana]"
GBG24763.1,142747,47.3,GBG24763.1 Hypothetical Protein FCC1311_009812 [Hondaea fermentalgiana]
GBG24765.1,142749,79.7,"GBG24765.1 Carnitine O-acetyltransferase, mitochondrial [Hondaea fermentalgiana]"
