From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
GBG24209.1	A0A2R5G1M7	unreviewed	A0A2R5G1M7_9STRA	Adenylate cyclase type 10	FCC1311_004272	Hondaea fermentalgiana	2339		FCC1311_004272		
GBG24208.1	A0A2R5G390	unreviewed	A0A2R5G390_9STRA	Choline transporter-like protein	FCC1311_045651	Hondaea fermentalgiana	519		FCC1311_045651		
GBG24207.1	A0A2R5FZL5	unreviewed	A0A2R5FZL5_9STRA	Acyl-CoA dehydrogenase family member 11	FCC1311_045661	Hondaea fermentalgiana	391		FCC1311_045661		
GBG24206.1	A0A2R5FZL6	unreviewed	A0A2R5FZL6_9STRA	Adenosine kinase	FCC1311_004242	Hondaea fermentalgiana	291		FCC1311_004242		
GBG24205.1	A0A2R5G104	unreviewed	A0A2R5G104_9STRA	ATP synthase-coupling factor 6, mitochondrial	FCC1311_004232	Hondaea fermentalgiana	96		FCC1311_004232		
GBG24204.1	A0A2R5G961	unreviewed	A0A2R5G961_9STRA	Threonine dehydratase	FCC1311_004222	Hondaea fermentalgiana	338		FCC1311_004222		
GBG24203.1	A0A2R5G6W9	unreviewed	A0A2R5G6W9_9STRA	Protein ENHANCED DISEASE RESISTANCE 2	FCC1311_004212	Hondaea fermentalgiana	730		FCC1311_004212		
GBG24202.1	A0A2R5FZL9	unreviewed	A0A2R5FZL9_9STRA	Ankyrin repeat domain-containing protein 1	FCC1311_004202	Hondaea fermentalgiana	894		FCC1311_004202		
GBG24201.1	A0A2R5G836	unreviewed	A0A2R5G836_9STRA	DUF2975 domain-containing protein	FCC1311_004192	Hondaea fermentalgiana	218		FCC1311_004192		
GBG24200.1	A0A2R5FZN5	unreviewed	A0A2R5FZN5_9STRA	Conserved oligomeric Golgi complex subunit 4 (Component of oligomeric Golgi complex 4)	FCC1311_004182	Hondaea fermentalgiana	850		FCC1311_004182		
GBG24199.1	A0A2R5G1L9	unreviewed	A0A2R5G1L9_9STRA	Actin, putative	FCC1311_004172	Hondaea fermentalgiana	421		FCC1311_004172		
GBG24198.1	A0A2R5G381	unreviewed	A0A2R5G381_9STRA	3-hydroxyisobutyrate dehydrogenase, mitochondrial	FCC1311_004162	Hondaea fermentalgiana	429		FCC1311_004162		
GBG24197.1	A0A2R5FZK5	unreviewed	A0A2R5FZK5_9STRA	Stabilin-2	FCC1311_004152	Hondaea fermentalgiana	342		FCC1311_004152		
GBG24196.1	A0A2R5FZK6	unreviewed	A0A2R5FZK6_9STRA	Sulfotransfer_1 domain-containing protein	FCC1311_004142	Hondaea fermentalgiana	807		FCC1311_004142		
GBG24195.1	A0A2R5G0Z4	unreviewed	A0A2R5G0Z4_9STRA	Histone chaperone domain CHZ-domain-containing protein	FCC1311_004132	Hondaea fermentalgiana	248		FCC1311_004132		
GBG24194.1	A0A2R5G952	unreviewed	A0A2R5G952_9STRA	Hsp70-Hsp90 organizing protein 1	FCC1311_004122	Hondaea fermentalgiana	1055		FCC1311_004122		
GBG24193.1	A0A2R5G6W2	unreviewed	A0A2R5G6W2_9STRA	Eukaryotic translation initiation factor 3 subunit M	FCC1311_004112	Hondaea fermentalgiana	251		FCC1311_004112		
GBG24192.1	A0A2R5FZL3	unreviewed	A0A2R5FZL3_9STRA	Protein kinase, putative	FCC1311_004102	Hondaea fermentalgiana	292		FCC1311_004102		
GBG24191.1	A0A2R5G826	unreviewed	A0A2R5G826_9STRA	Maelstrom domain-containing protein	FCC1311_004092	Hondaea fermentalgiana	264		FCC1311_004092		
GBG24190.1	A0A2R5FZM4	unreviewed	A0A2R5FZM4_9STRA	Signal recognition particle receptor subunit beta	FCC1311_004082	Hondaea fermentalgiana	287		FCC1311_004082		
GBG24189.1	A0A2R5G1K9	unreviewed	A0A2R5G1K9_9STRA	E3 ubiquitin-protein ligase MBR1	FCC1311_004072	Hondaea fermentalgiana	411		FCC1311_004072		
GBG24188.1	A0A2R5G373	unreviewed	A0A2R5G373_9STRA	3-oxoacyl-acyl-carrier protein reductase	FCC1311_045531	Hondaea fermentalgiana	79		FCC1311_045531		
GBG24187.1	A0A2R5FZJ9	unreviewed	A0A2R5FZJ9_9STRA	Arylsulfatase B	FCC1311_004052	Hondaea fermentalgiana	673		FCC1311_004052		
GBG24186.1	A0A2R5FZK1	unreviewed	A0A2R5FZK1_9STRA	Uncharacterized protein	FCC1311_004042	Hondaea fermentalgiana	336		FCC1311_004042		
GBG24185.1	A0A2R5G0Y4	unreviewed	A0A2R5G0Y4_9STRA	Coiled-coil domain-containing protein 124-like	FCC1311_004032	Hondaea fermentalgiana	293		FCC1311_004032		
GBG24184.1	A0A2R5G945	unreviewed	A0A2R5G945_9STRA	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	FCC1311_004022	Hondaea fermentalgiana	300		FCC1311_004022		
GBG24183.1	A0A2R5G6V5	unreviewed	A0A2R5G6V5_9STRA	Apple domain-containing protein	FCC1311_004012	Hondaea fermentalgiana	1068		FCC1311_004012		
GBG24182.1	A0A2R5FZK3	unreviewed	A0A2R5FZK3_9STRA	Protein kinase, putative	FCC1311_004002	Hondaea fermentalgiana	461		FCC1311_004002		
GBG24616.1	A0A2R5G0S1	unreviewed	A0A2R5G0S1_9STRA	SUN domain-containing ossification factor	FCC1311_008352	Hondaea fermentalgiana	1084		FCC1311_008352		
GBG24615.1	A0A2R5G252	unreviewed	A0A2R5G252_9STRA	Dimethylaniline monooxygenase N-oxide-forming 1	FCC1311_008342	Hondaea fermentalgiana	161		FCC1311_008342		
GBG24614.1	A0A2R5GA91	unreviewed	A0A2R5GA91_9STRA	Flavin-containing monooxygenase	FCC1311_008332	Hondaea fermentalgiana	319		FCC1311_008332		
GBG24613.1	A0A2R5G7Z7	unreviewed	A0A2R5G7Z7_9STRA	Flavin-containing monooxygenase FMO GS-OX-like 2	FCC1311_008322	Hondaea fermentalgiana	268		FCC1311_008322		
GBG24612.1	A0A2R5G0S5	unreviewed	A0A2R5G0S5_9STRA	Exosome complex exonuclease DIS3	FCC1311_008312	Hondaea fermentalgiana	1049		FCC1311_008312		
GBG24611.1	A0A2R5G973	unreviewed	A0A2R5G973_9STRA	Ankyrin repeat domain-containing protein 50	FCC1311_008302	Hondaea fermentalgiana	837		FCC1311_008302		
GBG24610.1	A0A2R5G0S9	unreviewed	A0A2R5G0S9_9STRA	Calcyphosin	FCC1311_008292	Hondaea fermentalgiana	380		FCC1311_008292		
GBG24609.1	A0A2R5G2R0	unreviewed	A0A2R5G2R0_9STRA	Creatine kinase B-type	FCC1311_008282	Hondaea fermentalgiana	407		FCC1311_008282		
GBG24608.1	A0A2R5G498	unreviewed	A0A2R5G498_9STRA	Conserved oligomeric Golgi complex subunit 3 (Component of oligomeric Golgi complex 3)	FCC1311_008272	Hondaea fermentalgiana	976		FCC1311_008272		
GBG24607.1	A0A2R5G0Q4	unreviewed	A0A2R5G0Q4_9STRA	Exocyst complex component 6	FCC1311_008262	Hondaea fermentalgiana	1025		FCC1311_008262		
GBG24606.1	A0A2R5G0Q3	unreviewed	A0A2R5G0Q3_9STRA	40S ribosomal protein S28	FCC1311_008252	Hondaea fermentalgiana	72		FCC1311_008252		
GBG24605.1	A0A2R5G241	unreviewed	A0A2R5G241_9STRA	Heat shock 70 kDa protein	FCC1311_008242	Hondaea fermentalgiana	663		FCC1311_008242		
GBG24604.1	A0A2R5GA83	unreviewed	A0A2R5GA83_9STRA	APP1_cat domain-containing protein	FCC1311_008232	Hondaea fermentalgiana	1700		FCC1311_008232		
GBG24603.1	A0A2R5G7Z0	unreviewed	A0A2R5G7Z0_9STRA	Rho guanine nucleotide exchange factor, putative	FCC1311_008222	Hondaea fermentalgiana	708		FCC1311_008222		
GBG24602.1	A0A2R5G0R2	unreviewed	A0A2R5G0R2_9STRA	Purple acid phosphatase (EC 3.1.3.2)	FCC1311_008212	Hondaea fermentalgiana	657		FCC1311_008212		
GBG24601.1	A0A2R5G966	unreviewed	A0A2R5G966_9STRA	HECT domain-containing protein	FCC1311_008202	Hondaea fermentalgiana	895		FCC1311_008202		
GBG24600.1	A0A2R5G0S0	unreviewed	A0A2R5G0S0_9STRA	Macrophage erythroblast attacher	FCC1311_008192	Hondaea fermentalgiana	704		FCC1311_008192		
GBG24599.1	A0A2R5G2Q1	unreviewed	A0A2R5G2Q1_9STRA	Acyl-CoA dehydrogenase family member 11	FCC1311_033161	Hondaea fermentalgiana	447		FCC1311_033161		
GBG24598.1	A0A2R5G489	unreviewed	A0A2R5G489_9STRA	ABC transporter G family member 9	FCC1311_008172	Hondaea fermentalgiana	687		FCC1311_008172		
GBG24597.1	A0A2R5G0P2	unreviewed	A0A2R5G0P2_9STRA	Condensin-2 complex subunit D3	FCC1311_008162	Hondaea fermentalgiana	1473		FCC1311_008162		
GBG24596.1	A0A2R5G0N8	unreviewed	A0A2R5G0N8_9STRA	Mitochondrial import inner membrane translocase subunit	FCC1311_008152	Hondaea fermentalgiana	82		FCC1311_008152		
GBG24595.1	A0A2R5G230	unreviewed	A0A2R5G230_9STRA	Elongation factor 1-alpha	FCC1311_008142	Hondaea fermentalgiana	724		FCC1311_008142		
GBG24594.1	A0A2R5GA75	unreviewed	A0A2R5GA75_9STRA	Acyl carrier protein	FCC1311_033211	Hondaea fermentalgiana	143		FCC1311_033211		
GBG24593.1	A0A2R5G7Y1	unreviewed	A0A2R5G7Y1_9STRA	Thioredoxin domain-containing protein	FCC1311_008122	Hondaea fermentalgiana	881		FCC1311_008122		
GBG24592.1	A0A2R5G0Q5	unreviewed	A0A2R5G0Q5_9STRA	Signal peptide, CUB and EGF-like domain-containing protein 2	FCC1311_008112	Hondaea fermentalgiana	621		FCC1311_008112		
GBG24591.1	A0A2R5G957	unreviewed	A0A2R5G957_9STRA	RNA polymerase-associated protein LEO1	FCC1311_008102	Hondaea fermentalgiana	472		FCC1311_008102		
GBG24590.1	A0A2R5G0R3	unreviewed	A0A2R5G0R3_9STRA	Protein kinase domain-containing protein	FCC1311_008092	Hondaea fermentalgiana	536		FCC1311_008092		
GBG24589.1	A0A2R5G2P3	unreviewed	A0A2R5G2P3_9STRA	Dehydrogenase/reductase SDR family member 13	FCC1311_008082	Hondaea fermentalgiana	389		FCC1311_008082		
GBG24588.1	A0A2R5G480	unreviewed	A0A2R5G480_9STRA	Serine/threonine-protein phosphatase PP2A catalytic subunit	FCC1311_008072	Hondaea fermentalgiana	350		FCC1311_008072		
GBG24587.1	A0A2R5G0N0	unreviewed	A0A2R5G0N0_9STRA	Ubiquitin-40S ribosomal protein S27a	FCC1311_008062	Hondaea fermentalgiana	1181		FCC1311_008062		
GBG24586.1	A0A2R5G0M7	unreviewed	A0A2R5G0M7_9STRA	Exportin-1	FCC1311_008052	Hondaea fermentalgiana	1070		FCC1311_008052		
GBG24585.1	A0A2R5G220	unreviewed	A0A2R5G220_9STRA	DBR1 domain-containing protein	FCC1311_008042	Hondaea fermentalgiana	142		FCC1311_008042		
GBG24584.1	A0A2R5GA68	unreviewed	A0A2R5GA68_9STRA	Protein ENHANCED DISEASE RESISTANCE 2-like	FCC1311_008032	Hondaea fermentalgiana	667		FCC1311_008032		
GBG24583.1	A0A2R5G7X0	unreviewed	A0A2R5G7X0_9STRA	Phosphatidylinositol/phosphatidylcholine transfer protein SFH4	FCC1311_060411	Hondaea fermentalgiana	1065		FCC1311_060411		
GBG24582.1	A0A2R5G0P5	unreviewed	A0A2R5G0P5_9STRA	Nucleolar GTP-binding protein 2	FCC1311_008012	Hondaea fermentalgiana	515		FCC1311_008012		
GBG24581.1	A0A2R5G948	unreviewed	A0A2R5G948_9STRA	Transcription factor MYB98	FCC1311_008002	Hondaea fermentalgiana	335		FCC1311_008002		
GBG24580.1	A0A2R5G0Q2	unreviewed	A0A2R5G0Q2_9STRA	Potassium voltage-gated channel subfamily H member 1	FCC1311_007992	Hondaea fermentalgiana	776		FCC1311_007992		
GBG24579.1	A0A2R5G2N5	unreviewed	A0A2R5G2N5_9STRA	DDE Tnp4 domain-containing protein	FCC1311_007982	Hondaea fermentalgiana	401		FCC1311_007982		
GBG24578.1	A0A2R5G469	unreviewed	A0A2R5G469_9STRA	DUF1488 domain-containing protein	FCC1311_007972	Hondaea fermentalgiana	85		FCC1311_007972		
GBG24577.1	A0A2R5G0M1	unreviewed	A0A2R5G0M1_9STRA	VWFA domain-containing protein	FCC1311_007962	Hondaea fermentalgiana	484		FCC1311_007962		
GBG24576.1	A0A2R5G0L7	unreviewed	A0A2R5G0L7_9STRA	Fibrinogen C-terminal domain-containing protein	FCC1311_007952	Hondaea fermentalgiana	513		FCC1311_007952		
GBG24575.1	A0A2R5G208	unreviewed	A0A2R5G208_9STRA	Protein N-lysine methyltransferase METTL21A	FCC1311_007942	Hondaea fermentalgiana	295		FCC1311_007942		
GBG24574.1	A0A2R5GA59	unreviewed	A0A2R5GA59_9STRA	Neural Wiskott-Aldrich syndrome protein	FCC1311_007932	Hondaea fermentalgiana	417		FCC1311_007932		
GBG24573.1	A0A2R5G7W0	unreviewed	A0A2R5G7W0_9STRA	Vacuolar-processing enzyme	FCC1311_007922	Hondaea fermentalgiana	464		FCC1311_007922		
GBG24572.1	A0A2R5G0M9	unreviewed	A0A2R5G0M9_9STRA	Disintegrin and metalloproteinase domain-containing protein B	FCC1311_007912	Hondaea fermentalgiana	856		FCC1311_007912		
GBG24571.1	A0A2R5G936	unreviewed	A0A2R5G936_9STRA	Disintegrin and metalloproteinase domain-containing protein B	FCC1311_007902	Hondaea fermentalgiana	852		FCC1311_007902		
GBG24570.1	A0A2R5G0N9	unreviewed	A0A2R5G0N9_9STRA	MARVEL domain-containing protein	FCC1311_007892	Hondaea fermentalgiana	407		FCC1311_007892		
GBG24569.1	A0A2R5G2M3	unreviewed	A0A2R5G2M3_9STRA	Response regulatory domain-containing protein	FCC1311_007882	Hondaea fermentalgiana	663		FCC1311_007882		
GBG24568.1	A0A2R5G461	unreviewed	A0A2R5G461_9STRA	Response regulatory domain-containing protein	FCC1311_007872	Hondaea fermentalgiana	646		FCC1311_007872		
GBG24567.1	A0A2R5G0L5	unreviewed	A0A2R5G0L5_9STRA	MARVEL domain-containing protein	FCC1311_007862	Hondaea fermentalgiana	183		FCC1311_007862		
GBG24566.1	A0A2R5G0K6	unreviewed	A0A2R5G0K6_9STRA	CASP-like protein	FCC1311_007852	Hondaea fermentalgiana	187		FCC1311_007852		
GBG24565.1	A0A2R5G1Z9	unreviewed	A0A2R5G1Z9_9STRA	ATP-dependent RNA helicase DHX8	FCC1311_007842	Hondaea fermentalgiana	1102		FCC1311_007842		
GBG24564.1	A0A2R5GA51	unreviewed	A0A2R5GA51_9STRA	Bardet-Biedl syndrome 5 protein-like	FCC1311_007832	Hondaea fermentalgiana	311		FCC1311_007832		
GBG24563.1	A0A2R5G7V3	unreviewed	A0A2R5G7V3_9STRA	CCR4-NOT transcription complex subunit 2	FCC1311_007822	Hondaea fermentalgiana	469		FCC1311_007822		
GBG24562.1	A0A2R5G0L9	unreviewed	A0A2R5G0L9_9STRA	[phosphatase 2A protein]-leucine-carboxy methyltransferase (EC 2.1.1.233) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)	FCC1311_007812	Hondaea fermentalgiana	402		FCC1311_007812		
GBG24561.1	A0A2R5G927	unreviewed	A0A2R5G927_9STRA	Ubiquitin-protein ligase, putative	FCC1311_007802	Hondaea fermentalgiana	1744		FCC1311_007802		
GBG24560.1	A0A2R5G0N4	unreviewed	A0A2R5G0N4_9STRA	LMBR1 domain-containing protein 2	FCC1311_007792	Hondaea fermentalgiana	576		FCC1311_007792		
GBG24559.1	A0A2R5G2L1	unreviewed	A0A2R5G2L1_9STRA	Tubulin-specific chaperone A	FCC1311_007782	Hondaea fermentalgiana	105		FCC1311_007782		
GBG24558.1	A0A2R5G452	unreviewed	A0A2R5G452_9STRA	Synaptobrevin-like YKT6	FCC1311_007772	Hondaea fermentalgiana	200		FCC1311_007772		
GBG24557.1	A0A2R5G0K5	unreviewed	A0A2R5G0K5_9STRA	C2 domain-containing protein	FCC1311_007762	Hondaea fermentalgiana	204		FCC1311_007762		
GBG24556.1	A0A2R5G0J7	unreviewed	A0A2R5G0J7_9STRA	ATP-dependent RNA helicase DDX24	FCC1311_007752	Hondaea fermentalgiana	790		FCC1311_007752		
GBG24555.1	A0A2R5G1Z0	unreviewed	A0A2R5G1Z0_9STRA	cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	FCC1311_007742	Hondaea fermentalgiana	616		FCC1311_007742		
GBG24554.1	A0A2R5GA41	unreviewed	A0A2R5GA41_9STRA	Small integral membrane protein 8	FCC1311_007732	Hondaea fermentalgiana	103		FCC1311_007732		
GBG24553.1	A0A2R5G7U4	unreviewed	A0A2R5G7U4_9STRA	GrpE protein-like, mitochondrial	FCC1311_007722	Hondaea fermentalgiana	245		FCC1311_007722		
GBG24552.1	A0A2R5G0K7	unreviewed	A0A2R5G0K7_9STRA	G protein-coupled receptor	FCC1311_007712	Hondaea fermentalgiana	423		FCC1311_007712		
GBG24551.1	A0A2R5G914	unreviewed	A0A2R5G914_9STRA	Aa_trans domain-containing protein	FCC1311_007702	Hondaea fermentalgiana	401		FCC1311_007702		
GBG24550.1	A0A2R5G0M4	unreviewed	A0A2R5G0M4_9STRA	E3 ubiquitin-protein ligase RNF13	FCC1311_007692	Hondaea fermentalgiana	358		FCC1311_007692		
GBG24549.1	A0A2R5G2K1	unreviewed	A0A2R5G2K1_9STRA	Zinc transporter, putative	FCC1311_007682	Hondaea fermentalgiana	376		FCC1311_007682		
GBG24548.1	A0A2R5G442	unreviewed	A0A2R5G442_9STRA	Mitogen-activated protein kinase (EC 2.7.11.24)	FCC1311_007672	Hondaea fermentalgiana	435		FCC1311_007672		
GBG24547.1	A0A2R5G0J1	unreviewed	A0A2R5G0J1_9STRA	Glucose-induced degradation protein 8-like	FCC1311_007662	Hondaea fermentalgiana	616		FCC1311_007662		
GBG24546.1	A0A2R5G0I7	unreviewed	A0A2R5G0I7_9STRA	Dephospho-CoA kinase	FCC1311_007652	Hondaea fermentalgiana	354		FCC1311_007652		
GBG24545.1	A0A2R5G1Y0	unreviewed	A0A2R5G1Y0_9STRA	Histone deacetylase 6	FCC1311_007642	Hondaea fermentalgiana	365		FCC1311_007642		
GBG24544.1	A0A2R5GA31	unreviewed	A0A2R5GA31_9STRA	Metacaspase-1	FCC1311_007632	Hondaea fermentalgiana	386		FCC1311_007632		
GBG24543.1	A0A2R5G7T4	unreviewed	A0A2R5G7T4_9STRA	Hippocalcin-like protein 1	FCC1311_007622	Hondaea fermentalgiana	356		FCC1311_007622		
GBG24542.1	A0A2R5G0J8	unreviewed	A0A2R5G0J8_9STRA	Metacaspase-1	FCC1311_007612	Hondaea fermentalgiana	398		FCC1311_007612		
GBG24541.1	A0A2R5G903	unreviewed	A0A2R5G903_9STRA	proteasome endopeptidase complex (EC 3.4.25.1)	FCC1311_007602	Hondaea fermentalgiana	284		FCC1311_007602		
GBG24540.1	A0A2R5G0L3	unreviewed	A0A2R5G0L3_9STRA	Protein kinase, putative	FCC1311_007592	Hondaea fermentalgiana	634		FCC1311_007592		
GBG24539.1	A0A2R5G2J2	unreviewed	A0A2R5G2J2_9STRA	Cyclin-T1-4	FCC1311_007582	Hondaea fermentalgiana	268		FCC1311_007582		
GBG24538.1	A0A2R5G432	unreviewed	A0A2R5G432_9STRA	BPH_2 domain-containing protein	FCC1311_007572	Hondaea fermentalgiana	135		FCC1311_007572		
GBG24537.1	A0A2R5G0I2	unreviewed	A0A2R5G0I2_9STRA	50S ribosomal protein L22, chloroplastic	FCC1311_007562	Hondaea fermentalgiana	266		FCC1311_007562		
GBG24536.1	A0A2R5G0H8	unreviewed	A0A2R5G0H8_9STRA	Protein SGT1-like	FCC1311_007552	Hondaea fermentalgiana	375		FCC1311_007552		
GBG24535.1	A0A2R5G1X0	unreviewed	A0A2R5G1X0_9STRA	Uncharacterized protein	FCC1311_007542	Hondaea fermentalgiana	142		FCC1311_007542		
GBG24534.1	A0A2R5GA18	unreviewed	A0A2R5GA18_9STRA	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	FCC1311_007532	Hondaea fermentalgiana	284		FCC1311_007532		
GBG24533.1	A0A2R5G7S2	unreviewed	A0A2R5G7S2_9STRA	Leucine-rich repeat-containing protein 46	FCC1311_007522	Hondaea fermentalgiana	278		FCC1311_007522		
GBG24532.1	A0A2R5G0I9	unreviewed	A0A2R5G0I9_9STRA	Immediate early response 3-interacting protein 1	FCC1311_007512	Hondaea fermentalgiana	112		FCC1311_007512		
GBG24531.1	A0A2R5G8Z3	unreviewed	A0A2R5G8Z3_9STRA	Nuclear cap-binding protein subunit 1	FCC1311_007502	Hondaea fermentalgiana	850		FCC1311_007502		
GBG24530.1	A0A2R5G0K3	unreviewed	A0A2R5G0K3_9STRA	TPR_REGION domain-containing protein	FCC1311_007492	Hondaea fermentalgiana	484		FCC1311_007492		
GBG24529.1	A0A2R5G2I2	unreviewed	A0A2R5G2I2_9STRA	Mitochondrial substrate carrier family protein Q	FCC1311_007482	Hondaea fermentalgiana	318		FCC1311_007482		
GBG24528.1	A0A2R5G425	unreviewed	A0A2R5G425_9STRA	Calcium-regulated actin-bundling protein	FCC1311_007472	Hondaea fermentalgiana	441		FCC1311_007472		
GBG24527.1	A0A2R5G0H3	unreviewed	A0A2R5G0H3_9STRA	Polyketide_cyc domain-containing protein	FCC1311_007462	Hondaea fermentalgiana	214		FCC1311_007462		
GBG24526.1	A0A2R5G0G8	unreviewed	A0A2R5G0G8_9STRA	Nuclear export mediator factor Nemf	FCC1311_007452	Hondaea fermentalgiana	1155		FCC1311_007452		
GBG24525.1	A0A2R5G1W1	unreviewed	A0A2R5G1W1_9STRA	G_PROTEIN_RECEP_F3_4 domain-containing protein	FCC1311_007442	Hondaea fermentalgiana	1233		FCC1311_007442		
GBG24524.1	A0A2R5GA09	unreviewed	A0A2R5GA09_9STRA	Cell cycle control protein 50A	FCC1311_007432	Hondaea fermentalgiana	485		FCC1311_007432		
GBG24523.1	A0A2R5G7R3	unreviewed	A0A2R5G7R3_9STRA	ATPase	FCC1311_007422	Hondaea fermentalgiana	665		FCC1311_007422		
GBG24522.1	A0A2R5G0H9	unreviewed	A0A2R5G0H9_9STRA	Uncharacterized protein	FCC1311_007412	Hondaea fermentalgiana	263		FCC1311_007412		
GBG24521.1	A0A2R5G8Y4	unreviewed	A0A2R5G8Y4_9STRA	Disease resistance protein TAO1	FCC1311_007402	Hondaea fermentalgiana	1006		FCC1311_007402		
GBG24520.1	A0A2R5G0J5	unreviewed	A0A2R5G0J5_9STRA	HECT domain-containing protein	FCC1311_007392	Hondaea fermentalgiana	608		FCC1311_007392		
GBG24519.1	A0A2R5G2G8	unreviewed	A0A2R5G2G8_9STRA	Dual-specificity RNA methyltransferase RlmN	FCC1311_007382	Hondaea fermentalgiana	504		FCC1311_007382		
GBG24518.1	A0A2R5G415	unreviewed	A0A2R5G415_9STRA	ATP-dependent DNA helicase II subunit 1	FCC1311_007372	Hondaea fermentalgiana	687		FCC1311_007372		
GBG24517.1	A0A2R5G0G3	unreviewed	A0A2R5G0G3_9STRA	Uncharacterized protein	FCC1311_007362	Hondaea fermentalgiana	210		FCC1311_007362		
GBG24516.1	A0A2R5G0F7	unreviewed	A0A2R5G0F7_9STRA	Translocation protein SEC62	FCC1311_007352	Hondaea fermentalgiana	388		FCC1311_007352		
GBG24515.1	A0A2R5G1V3	unreviewed	A0A2R5G1V3_9STRA	Actin-like protein	FCC1311_007342	Hondaea fermentalgiana	404		FCC1311_007342		
GBG24514.1	A0A2R5GA03	unreviewed	A0A2R5GA03_9STRA	tRNA-5-taurinomethyluridine 2-sulfurtransferase (EC 2.8.1.14)	FCC1311_007332	Hondaea fermentalgiana	435		FCC1311_007332		
GBG24513.1	A0A2R5G7Q5	unreviewed	A0A2R5G7Q5_9STRA	Dynactin subunit 6	FCC1311_007322	Hondaea fermentalgiana	189		FCC1311_007322		
GBG24512.1	A0A2R5G0G9	unreviewed	A0A2R5G0G9_9STRA	E3 ubiquitin-protein ligase LNX	FCC1311_007312	Hondaea fermentalgiana	1167		FCC1311_007312		
GBG24511.1	A0A2R5G8X6	unreviewed	A0A2R5G8X6_9STRA	LZ3wCH domain-containing protein	FCC1311_007302	Hondaea fermentalgiana	194		FCC1311_007302		
GBG24510.1	A0A2R5G0I5	unreviewed	A0A2R5G0I5_9STRA	Protein transport protein SEC31	FCC1311_007292	Hondaea fermentalgiana	1322		FCC1311_007292		
GBG24509.1	A0A2R5G2G2	unreviewed	A0A2R5G2G2_9STRA	Acyl-CoA dehydrogenase family member 11	FCC1311_071061	Hondaea fermentalgiana	628		FCC1311_071061		
GBG24508.1	A0A2R5G405	unreviewed	A0A2R5G405_9STRA	FCP1 homology domain-containing protein	FCC1311_007262	Hondaea fermentalgiana	285		FCC1311_007262		
GBG24507.1	A0A2R5G0F3	unreviewed	A0A2R5G0F3_9STRA	DNA-directed RNA polymerases I, II, and III subunit RPABC1	FCC1311_007252	Hondaea fermentalgiana	207		FCC1311_007252		
GBG24506.1	A0A2R5G0E7	unreviewed	A0A2R5G0E7_9STRA	DUF4476 domain-containing protein	FCC1311_007242	Hondaea fermentalgiana	263		FCC1311_007242		
GBG24505.1	A0A2R5G1U0	unreviewed	A0A2R5G1U0_9STRA	Eukaryotic translation initiation factor 2 subunit 1	FCC1311_007232	Hondaea fermentalgiana	323		FCC1311_007232		
GBG24504.1	A0A2R5G9Z2	unreviewed	A0A2R5G9Z2_9STRA	Cytochrome b mRNA-processing protein 4	FCC1311_007222	Hondaea fermentalgiana	85		FCC1311_007222		
GBG24503.1	A0A2R5G7P9	unreviewed	A0A2R5G7P9_9STRA	5'3'-deoxyribonucleotidase, cytosolic type	FCC1311_007212	Hondaea fermentalgiana	838		FCC1311_007212		
GBG24502.1	A0A2R5G0G1	unreviewed	A0A2R5G0G1_9STRA	Copper transport protein	FCC1311_007202	Hondaea fermentalgiana	444		FCC1311_007202		
GBG24501.1	A0A2R5G8W6	unreviewed	A0A2R5G8W6_9STRA	Double-stranded RNA-specific adenosine deaminase	FCC1311_007192	Hondaea fermentalgiana	419		FCC1311_007192		
GBG24500.1	A0A2R5G0H6	unreviewed	A0A2R5G0H6_9STRA	MYND-type domain-containing protein	FCC1311_007182	Hondaea fermentalgiana	414		FCC1311_007182		
GBG24499.1	A0A2R5G2F3	unreviewed	A0A2R5G2F3_9STRA	ABC transporter B family member 3	FCC1311_007172	Hondaea fermentalgiana	1364		FCC1311_007172		
GBG24498.1	A0A2R5G3Z4	unreviewed	A0A2R5G3Z4_9STRA	Protein kinase, putative	FCC1311_007162	Hondaea fermentalgiana	734		FCC1311_007162		
GBG24497.1	A0A2R5G0E3	unreviewed	A0A2R5G0E3_9STRA	TBC1 domain family member 8B	FCC1311_007152	Hondaea fermentalgiana	1298		FCC1311_007152		
GBG24496.1	A0A2R5G0D7	unreviewed	A0A2R5G0D7_9STRA	TPR repeat-containing protein yrrB	FCC1311_007142	Hondaea fermentalgiana	614		FCC1311_007142		
GBG24495.1	A0A2R5G1T5	unreviewed	A0A2R5G1T5_9STRA	Transcription factor MYB3R-2	FCC1311_007132	Hondaea fermentalgiana	405		FCC1311_007132		
GBG24494.1	A0A2R5G9Y2	unreviewed	A0A2R5G9Y2_9STRA	Kinesin light chain 3	FCC1311_007122	Hondaea fermentalgiana	157		FCC1311_007122		
GBG24493.1	A0A2R5G7P0	unreviewed	A0A2R5G7P0_9STRA	DUF2061 domain-containing protein	FCC1311_007112	Hondaea fermentalgiana	134		FCC1311_007112		
